Numero Ordem,Operador,Produto,Ocorrência,Data Inicio,Hora Inicio,Data Fim,Hora Fim,Total Horas,Qtd Aprovada,Qtd Rejeitada
7573,Marcos Nucci,Macro Zoom Lens X300 White,,2021-11-23,12:33:16,2021-11-23,13:03:54,0.5105555556365289,40,0
7574,Giuseppe Bhering,Hand Games for kids E30 Yellow,,2021-11-22,11:41:34,2021-11-22,16:14:12,4.543888888845686,131,0
7552,Thiago Miura,Shadow-run 2008 E131,,2021-11-21,16:50:27,2021-11-21,20:06:17,3.2638888889341615,81,0
7575,Giuseppe Bhering,Age of Empires III: The War Chiefs M240,,2021-11-25,14:35:23,2021-11-25,15:05:42,0.5052777778473683,0,0
7575,Luiza Cabral,Age of Empires III: The War Chiefs M240,,2021-11-21,11:11:28,2021-11-21,11:17:06,0.09388888883404434,0,0
7575,Giuseppe Bhering,Age of Empires III: The War Chiefs M240,,2021-11-26,11:59:17,2021-11-26,15:54:35,3.921666666632518,189,0
7575,Giuseppe Bhering,Age of Empires III: The War Chiefs M240,,2021-11-23,11:29:20,2021-11-23,12:29:38,1.0049999998882413,189,0
7557,Thays Castro,Home Theater System 2.1 Channel E211 Silver,,2021-11-24,11:06:00,2021-11-24,11:11:39,0.09416666650213301,46,0
7576,Marcos Nucci,Home Theater System 2.1 Channel M1230 Silver,,2021-11-21,17:06:00,2021-11-21,17:46:29,0.6747222222620621,0,0
7576,Marcos Nucci,Home Theater System 2.1 Channel M1230 Silver,,2021-11-24,15:44:21,2021-11-24,15:59:35,0.2538888888666406,0,0
7577,Isabela Resende,Home Theater System 5.1 Channel M513 Brown,,2021-11-21,16:32:18,2021-11-21,16:48:13,0.2652777779730968,0,0
7576,Luiza Cabral,Home Theater System 2.1 Channel M1230 Silver,,2021-11-20,17:12:46,2021-11-20,17:23:13,0.17416666669305414,0,0
7576,Marcos Nucci,Home Theater System 2.1 Channel M1230 Silver,,2021-11-20,08:35:14,2021-11-20,09:16:01,0.6797222223831341,375,0
7577,Luiza Cabral,Home Theater System 5.1 Channel M513 Brown,Preparação de Máquina,2021-11-24,11:48:37,2021-11-24,11:51:07,0.04166666662786156,0,0
7577,Isabela Resende,Home Theater System 5.1 Channel M513 Brown,,2021-11-20,10:16:11,2021-11-20,10:44:29,0.471666666562669,361,0
7437,Yasser Calbucci,Home Theater System 5.1 Channel M1510 Brown,,2021-11-14,16:52:54,2021-11-14,21:53:05,5.003055555629544,220,0
7578,Marcos Nucci,Home Theater System 7.1 Channel M710 Silver,,2021-11-21,17:08:10,2021-11-21,17:39:04,0.5150000000721775,0,0
7578,Luiza Cabral,Home Theater System 7.1 Channel M710 Silver,,2021-11-26,08:36:32,2021-11-26,08:42:16,0.09555555554106832,0,0
7578,Marcos Nucci,Home Theater System 7.1 Channel M710 Silver,,2021-11-21,13:01:38,2021-11-21,13:26:53,0.4208333333954215,216,0
7437,Yasser Calbucci,Home Theater System 5.1 Channel M1510 Brown,,2021-11-13,13:06:40,2021-11-13,14:47:21,1.6780555556179024,220,0
7579,Luiza Cabral,Home Theater System 2.1 Channel M1230 Brown,,2021-11-21,14:53:31,2021-11-21,00:53:48,10.004722222394776,396,0
7580,Luiza Cabral,Water Heater 1.5GPM E0800 Grey,,2021-11-23,15:31:41,2021-11-23,01:32:12,10.008611111145001,19,2
7581,Luiza Cabral,Wireless Bluetooth Stereo Headphones M170 Silver,,2021-11-23,17:15:48,2021-11-23,22:16:26,5.010555555636529,374,0
7525,Thiago Costa,Halo 2 for Windows Vista M220,,2021-11-23,13:33:45,2021-11-23,15:04:06,1.505833333299961,0,0
7525,Thiago Costa,Halo 2 for Windows Vista M220,,2021-11-18,14:23:51,2021-11-18,17:54:21,3.5083333334187046,383,0
7582,Luiza Cabral,Coffee Maker Auto 10C M1000 White,Outros,2021-11-26,17:15:56,2021-11-26,18:15:31,0.9930555556202307,224,0
7542,Isabela Resende,Age of Mythology: The Titans Expansion M350,,2021-11-21,09:26:12,2021-11-21,11:46:39,2.340833333262708,247,0
7542,Isabela Resende,Age of Mythology: The Titans Expansion M350,Outros,2021-11-22,11:14:12,2021-11-22,12:04:32,0.8388888890622184,247,0
7560,Thays Castro,Zoo Tycoon 2: Zookeeper Collection M260,,2021-11-20,09:37:52,2021-11-20,09:39:25,0.025833333435002714,0,0
7561,Mariana Miranda,MechWarrior 4: Mercenaries E117,,2021-11-21,12:47:48,2021-11-21,12:49:19,0.0252777777495794,0,0
7559,Thays Castro,8GB MP3 Player new model M820 White,,2021-11-22,07:56:56,2021-11-22,07:58:27,0.0252777777495794,0,0
7562,Mariana Miranda,Zoo Tycoon 2: End Range Species Expansion Pack 2008 E138,,2021-11-26,10:15:53,2021-11-26,10:17:03,0.01944444444961846,0,0
7583,Marcos Nucci,Home Theater System 2.1 Channel M1230 Brown,,2021-11-22,12:20:01,2021-11-22,12:55:23,0.5894444444566034,0,0
7583,Luiza Cabral,Home Theater System 2.1 Channel M1230 Brown,Controle de Qualidade,2021-11-22,12:11:23,2021-11-22,12:16:49,0.09055555541999638,0,0
7583,Marcos Nucci,Home Theater System 2.1 Channel M1230 Brown,,2021-11-23,12:56:10,2021-11-23,14:11:58,1.2633333333651535,225,0
7584,Giuseppe Bhering,Laptop8.9 E089 White,,2021-11-22,08:49:55,2021-11-22,09:05:27,0.2588888888130896,0,0
7584,Andressa Chou,Laptop8.9 E089 White,Controle de Qualidade,2021-11-22,09:43:03,2021-11-22,09:49:01,0.0994444444659166,0,0
7584,Giuseppe Bhering,Laptop8.9 E089 White,,2021-11-22,09:04:19,2021-11-22,09:30:18,0.4330555555061437,288,0
7585,Tiago Pereira,Home Theater System 7.1 Channel M1700 Black,,2021-11-22,07:28:16,2021-11-22,07:48:57,0.34472222230397165,0,0
7585,Luiza Cabral,Home Theater System 7.1 Channel M1700 Black,,2021-11-22,17:04:51,2021-11-22,17:10:30,0.09416666650213301,0,0
7585,Tiago Pereira,Home Theater System 7.1 Channel M1700 Black,,2021-11-27,17:18:14,2021-11-27,18:18:41,1.0075000001234002,364,0
7565,Giuseppe Bhering,Hand Games for 12-16 boys E60 Yellow,,2021-11-25,10:39:56,2021-11-25,14:40:31,4.009722222166602,152,0
7565,Giuseppe Bhering,Hand Games for 12-16 boys E60 Yellow,Falha Operador,2021-11-21,09:12:49,2021-11-21,09:58:16,24.757500000181608,152,0
7565,Giuseppe Bhering,Hand Games for 12-16 boys E60 Yellow,,2021-11-22,11:45:01,2021-11-22,04:20:23,16.589444444398396,152,0
7565,Giuseppe Bhering,Hand Games for 12-16 boys E60 Yellow,,2021-11-24,07:56:38,2021-11-24,11:57:26,4.013333333423361,152,0
7572,Thiago Costa,18'' Oscillating Pedestal Fan M135 Pink,,2021-11-20,13:08:59,2021-11-20,16:59:22,3.8397222222411074,93,0
7586,Ana Silva,18'' Oscillating Pedestal Fan M135 Pink,,2021-11-22,07:45:59,2021-11-22,08:06:35,0.3433333334396593,0,0
7586,Andressa Chou,18'' Oscillating Pedestal Fan M135 Pink,,2021-11-23,17:09:45,2021-11-23,17:15:34,0.09694444440538064,0,0
7586,Antonio Manhães,18'' Oscillating Pedestal Fan M135 Pink,,2021-11-23,15:53:25,2021-11-23,00:38:42,8.754722222336568,85,0
7566,Thiago Miura,Home Theater System 2.1 Channel E1200 White,Controle de Qualidade,2021-11-22,09:33:07,2021-11-22,11:53:59,2.3477777779335156,97,0
7566,Thiago Miura,Home Theater System 2.1 Channel E1200 White,,2021-11-21,07:07:15,2021-11-21,08:54:48,1.7925000000977889,97,0
7587,Thays Castro,Telephoto Conversion Lens X400 Silver,,2021-11-26,13:10:16,2021-11-26,13:16:11,0.0986111112870276,0,0
7587,Luiza Cabral,Telephoto Conversion Lens X400 Silver,Controle de Qualidade,2021-11-21,07:46:16,2021-11-21,07:49:08,0.04777777777053416,0,0
7588,Thiago Costa,Laptop8.9 E089 Black,,2021-11-27,07:43:06,2021-11-27,08:28:52,0.7627777777961455,0,0
7587,Thays Castro,Telephoto Conversion Lens X400 Silver,,2021-11-24,11:55:41,2021-11-24,11:58:19,0.04388888884568587,171,0
7588,Andressa Chou,Laptop8.9 E089 Black,,2021-11-22,08:09:36,2021-11-22,08:15:28,0.09777777775889263,0,0
7588,Thiago Costa,Laptop8.9 E089 Black,,2021-11-22,08:10:11,2021-11-22,11:15:35,3.090000000083819,348,0
7588,Thiago Costa,Laptop8.9 E089 Black,Preparação de Máquina,2021-11-26,12:47:05,2021-11-26,13:07:33,0.341111111221835,348,0
7568,Yasser Calbucci,Zoo Tycoon 2: Extinct Animals M210,Controle de Qualidade,2021-11-20,09:25:47,2021-11-20,14:25:59,5.003333333472256,284,36
7568,Yasser Calbucci,Zoo Tycoon 2: Extinct Animals M210,,2021-11-23,08:51:13,2021-11-23,09:46:35,0.9227777778287418,284,0
7589,Mariana Miranda,Zoo Tycoon Dinosaur Digs2009 E162,Preparação de Máquina,2021-11-27,10:36:55,2021-11-27,11:07:23,0.5077777777332813,0,0
7589,Luiza Cabral,Zoo Tycoon Dinosaur Digs2009 E162,,2021-11-24,14:46:11,2021-11-24,14:51:29,0.08833333337679505,0,0
7589,Mariana Miranda,Zoo Tycoon Dinosaur Digs2009 E162,,2021-11-23,17:02:41,2021-11-23,17:47:56,0.754166666592937,38,0
7590,Ana Silva,2GB Pulse Smart pen M100 White,Preparação de Máquina,2021-11-23,11:59:34,2021-11-23,12:55:38,0.9344444444286637,0,0
7590,Andressa Chou,2GB Pulse Smart pen M100 White,,2021-11-27,09:05:46,2021-11-27,09:11:26,0.09444444434484467,0,0
7569,Isabela Resende,Hand Games for 12-16 boys E600 Black,,2021-11-26,14:24:52,2021-11-26,19:25:41,5.013611111207865,323,0
7591,Thays Castro,LCD24W X300 Black,,2021-11-23,09:27:48,2021-11-23,09:33:25,0.09361111116595566,0,0
7591,Luiza Cabral,LCD24W X300 Black,Controle de Qualidade,2021-11-22,09:08:04,2021-11-22,09:10:23,0.03861111105652526,0,0
7591,Thays Castro,LCD24W X300 Black,,2021-11-21,14:38:59,2021-11-21,15:02:40,0.3947222222923301,187,0
7592,Thays Castro,Home Theater System 5.1 Channel M516 Black,,2021-11-24,17:41:43,2021-11-24,17:47:38,0.09861111111240461,0,0
7592,Luiza Cabral,Home Theater System 5.1 Channel M516 Black,,2021-11-22,12:42:12,2021-11-22,12:44:26,0.03722222236683592,0,0
7592,Thays Castro,Home Theater System 5.1 Channel M516 Black,,2021-11-23,11:29:20,2021-11-23,11:53:14,0.39833333337446675,258,0
7593,Thays Castro,Laptop15.4W M518 White,,2021-11-25,09:11:31,2021-11-25,09:17:01,0.09166666679084301,0,0
7593,Luiza Cabral,Laptop15.4W M518 White,,2021-11-23,16:56:47,2021-11-23,16:59:40,0.04805555543862283,0,0
7593,Thays Castro,Laptop15.4W M518 White,Preparação de Máquina,2021-11-27,08:31:29,2021-11-27,11:05:18,2.5636111110798083,263,0
7571,Chan Santos,Home Theater System 5.1 Channel M510 Black,Controle de Qualidade,2021-11-23,10:44:33,2021-11-23,11:49:49,1.087777777807787,242,0
7594,Luiza Cabral,Dungeon Siege X300,,2021-11-27,14:11:37,2021-11-27,00:12:21,10.01222222240176,168,0
7595,Thays Castro,Telephoto Conversion Lens X400 Silver,Preparação de Máquina,2021-11-25,10:39:22,2021-11-25,10:45:14,0.09777777793351561,0,0
7595,Luiza Cabral,Telephoto Conversion Lens X400 Silver,,2021-11-27,09:32:59,2021-11-27,09:35:24,0.04027777776354924,0,0
7595,Thays Castro,Telephoto Conversion Lens X400 Silver,,2021-11-26,17:25:26,2021-11-26,17:38:47,0.22249999997438863,341,0
7596,Thays Castro,Water Heater 1.5GPM E0800 Grey,,2021-11-22,13:26:24,2021-11-22,13:31:56,0.09222222212702036,0,0
7596,Luiza Cabral,Water Heater 1.5GPM E0800 Grey,,2021-11-27,13:40:22,2021-11-27,13:43:17,0.04861111112404615,0,0
7597,Thays Castro,MechWarrior 4: Knight E121,,2021-11-22,11:15:56,2021-11-22,11:21:37,0.09472222218755633,0,0
7596,Thays Castro,Water Heater 1.5GPM E0800 Grey,Preparação de Máquina,2021-11-23,12:15:16,2021-11-23,12:28:36,0.22222222230629995,347,0
7597,Luiza Cabral,MechWarrior 4: Knight E121,,2021-11-26,11:19:32,2021-11-26,11:22:10,0.04388888902030885,0,0
7597,Thays Castro,MechWarrior 4: Knight E121,,2021-11-27,13:07:32,2021-11-27,13:25:47,0.30416666652308777,68,0
7598,Thays Castro,Home Theater System 5.1 Channel M514 Silver,,2021-11-21,17:18:06,2021-11-21,17:23:20,0.08722222218057141,0,0
7598,Luiza Cabral,Home Theater System 5.1 Channel M514 Silver,,2021-11-25,15:58:11,2021-11-25,16:00:30,0.03861111105652526,0,0
7598,Thays Castro,Home Theater System 5.1 Channel M514 Silver,,2021-11-22,17:56:33,2021-11-22,18:24:58,0.4736111112870276,196,0
7599,Giuseppe Bhering,MechWarrior 4: Knight E121,,2021-11-22,17:39:07,2021-11-22,20:39:58,3.014166666660458,366,0
7587,Thays Castro,Telephoto Conversion Lens X400 Silver,,2021-11-21,13:30:35,2021-11-21,13:36:28,0.09805555560160428,0,0
7587,Luiza Cabral,Telephoto Conversion Lens X400 Silver,,2021-11-24,10:52:45,2021-11-24,10:55:00,0.037499999860301614,0,0
7600,Thays Castro,Home Theater System 4.1 Channel M413 Silver,,2021-11-21,17:41:08,2021-11-21,17:46:24,0.08777777769137174,0,0
7587,Thays Castro,Telephoto Conversion Lens X400 Silver,,2021-11-21,07:44:59,2021-11-21,08:28:19,0.7222222223645076,171,0
7600,Luiza Cabral,Home Theater System 4.1 Channel M413 Silver,Preparação de Máquina,2021-11-27,08:44:01,2021-11-27,08:46:48,0.04638888890622184,0,0
7600,Thays Castro,Home Theater System 4.1 Channel M413 Silver,,2021-11-27,09:53:43,2021-11-27,10:09:37,0.2649999999557622,246,0
7597,Thays Castro,MechWarrior 4: Knight E121,,2021-11-26,17:43:26,2021-11-26,17:44:40,0.020555555471219122,68,0
7601,Pedro Macckione,Hand Games for students E400 Red,,2021-11-25,14:26:01,2021-11-25,14:36:28,0.17416666669305414,0,0
7602,Antonio Manhães,Hand Games for Office worker L28 Black,,2021-11-27,11:30:20,2021-11-27,11:43:51,0.22527777770301327,336,0
7593,Thays Castro,Laptop15.4W M518 White,,2021-11-23,17:50:04,2021-11-23,18:00:18,0.17055555543629453,263,0
7578,Marcos Nucci,Home Theater System 7.1 Channel M710 Silver,,2021-11-26,10:21:04,2021-11-26,13:41:58,3.3483333333861083,216,0
7578,Marcos Nucci,Home Theater System 7.1 Channel M710 Silver,Preparação de Máquina,2021-11-23,16:41:05,2021-11-23,17:06:43,0.4272222222061828,0,0
7578,Marcos Nucci,Home Theater System 7.1 Channel M710 Silver,,2021-11-20,12:46:48,2021-11-20,16:32:18,3.758333333360497,216,0
7578,Marcos Nucci,Home Theater System 7.1 Channel M710 Silver,,2021-11-22,10:55:55,2021-11-22,12:11:36,1.2613888889900409,216,0
7603,Isabela Resende,Coffee Maker 12C M1000 White,,2021-11-22,15:31:06,2021-11-22,15:46:23,0.2547222222201526,0,0
7603,Luiza Cabral,Coffee Maker 12C M1000 White,,2021-11-26,09:00:09,2021-11-26,09:05:48,0.094166666676756,0,0
7603,Isabela Resende,Coffee Maker 12C M1000 White,,2021-11-22,10:46:34,2021-11-22,14:07:18,3.3455555556574836,135,0
7604,Pedro Macckione,Wireless Transmitter and Bluetooth Headphones X250 White,,2021-11-23,07:36:29,2021-11-23,08:02:16,0.42972222226671875,0,0
7604,Luiza Cabral,Wireless Transmitter and Bluetooth Headphones X250 White,Controle de Qualidade,2021-11-23,16:23:48,2021-11-23,16:29:25,0.09361111116595566,0,0
7605,Yasser Calbucci,Laptop8.9 E089 White,,2021-11-24,15:55:18,2021-11-24,16:35:35,0.6713888890226372,0,0
7604,Pedro Macckione,Wireless Transmitter and Bluetooth Headphones X250 White,,2021-11-27,13:23:48,2021-11-27,14:44:35,1.346388888952788,162,0
7605,Andressa Chou,Laptop8.9 E089 White,,2021-11-27,14:22:42,2021-11-27,14:28:05,0.08972222206648439,0,0
7605,Yasser Calbucci,Laptop8.9 E089 White,,2021-11-27,16:05:14,2021-11-27,18:05:56,2.0116666666581295,250,0
7606,Giuseppe Bhering,Wireless Transmitter and Bluetooth Headphones X250 White,,2021-11-21,14:54:14,2021-11-21,15:25:08,0.5150000000721775,49,0
7607,Pedro Macckione,Hand Games for kids E30 Yellow,,2021-11-25,16:49:52,2021-11-25,17:15:12,0.4222222222597338,0,0
7592,Thays Castro,Home Theater System 5.1 Channel M516 Black,,2021-11-27,10:19:21,2021-11-27,10:25:05,0.09555555554106832,258,0
7607,Luiza Cabral,Hand Games for kids E30 Yellow,Preparação de Máquina,2021-11-26,11:32:38,2021-11-26,11:38:28,0.09722222207346931,0,0
7607,Pedro Macckione,Hand Games for kids E30 Yellow,,2021-11-22,12:49:58,2021-11-22,13:45:30,0.9255555555573665,182,0
7608,Giuseppe Bhering,Home Theater System 5.1 Channel M514 Silver,,2021-11-22,14:23:17,2021-11-22,14:45:37,0.37222222227137536,394,0
7609,Thays Castro,Stereo Bluetooth Headphones New Generation M370 White,,2021-11-22,08:19:49,2021-11-22,08:25:00,0.08638888882705942,0,0
7609,Luiza Cabral,Stereo Bluetooth Headphones New Generation M370 White,,2021-11-23,12:29:40,2021-11-23,12:32:10,0.04166666680248454,0,0
7609,Thays Castro,Stereo Bluetooth Headphones New Generation M370 White,,2021-11-21,11:11:54,2021-11-21,13:12:14,2.005555555515457,15,0
7585,Tiago Pereira,Home Theater System 7.1 Channel M1700 Black,,2021-11-27,12:06:12,2021-11-27,12:46:29,0.6713888890226372,364,0
7564,Giuseppe Bhering,Racing Madness 2009 E169,,2021-11-22,17:01:41,2021-11-22,22:01:51,5.002777777786832,314,39
7564,Giuseppe Bhering,Racing Madness 2009 E169,,2021-11-20,07:26:15,2021-11-20,08:16:27,0.8366666668443941,314,39
7586,Antonio Manhães,18'' Oscillating Pedestal Fan M135 Pink,,2021-11-24,16:27:16,2021-11-24,19:27:56,3.0111111110891216,85,0
7596,Thays Castro,Water Heater 1.5GPM E0800 Grey,,2021-11-25,17:25:00,2021-11-25,17:30:41,0.09472222218755633,0,0
7596,Luiza Cabral,Water Heater 1.5GPM E0800 Grey,,2021-11-22,08:49:03,2021-11-22,08:51:24,0.039166666741948575,0,0
7610,Thays Castro,Hand Games women M400 Silver,,2021-11-21,09:43:29,2021-11-21,09:49:21,0.09777777775889263,0,0
7610,Luiza Cabral,Hand Games women M400 Silver,,2021-11-21,10:14:01,2021-11-21,10:16:18,0.03805555554572493,0,0
7610,Thays Castro,Hand Games women M400 Silver,,2021-11-23,07:45:07,2021-11-23,08:03:36,0.30805555562255904,122,0
7596,Thays Castro,Water Heater 1.5GPM E0800 Grey,,2021-11-23,15:14:41,2021-11-23,15:37:57,0.38777777779614553,347,0
7611,Thays Castro,Car Video LCD9.2W X9280 Black,Preparação de Máquina,2021-11-26,09:55:00,2021-11-26,10:00:49,0.09694444440538064,0,0
7611,Luiza Cabral,Car Video LCD9.2W X9280 Black,Controle de Qualidade,2021-11-26,17:17:57,2021-11-26,17:20:50,0.048055555613245815,0,0
7611,Thays Castro,Car Video LCD9.2W X9280 Black,,2021-11-22,10:25:06,2021-11-22,11:40:40,1.2594444444403052,76,0
7612,Marcos Nucci,MechCollection2009 E156,,2021-11-24,16:06:49,2021-11-24,16:37:07,0.5050000000046566,0,0
7612,Luiza Cabral,MechCollection2009 E156,,2021-11-23,14:24:17,2021-11-23,14:30:11,0.09833333344431594,0,0
7612,Marcos Nucci,MechCollection2009 E156,,2021-11-22,13:10:51,2021-11-22,17:11:05,4.003888889041264,369,0
7612,Marcos Nucci,MechCollection2009 E156,,2021-11-24,17:55:41,2021-11-24,20:16:14,2.342499999969732,369,0
7613,Luiza Cabral,Home Theater System 7.1 Channel M710 Brown,,2021-11-24,08:05:43,2021-11-24,08:08:16,0.04250000015599653,0,0
7613,Yasser Calbucci,Home Theater System 7.1 Channel M710 Brown,Controle de Qualidade,2021-11-23,17:08:44,2021-11-23,18:09:23,1.0108333331882022,79,0
7613,Yasser Calbucci,Home Theater System 7.1 Channel M710 Brown,,2021-11-24,16:17:02,2021-11-24,20:17:47,4.012500000069849,79,0
7614,Thays Castro,Centrex Phone System L10 Black,Preparação de Máquina,2021-11-25,16:43:49,2021-11-25,16:49:24,0.09305555565515533,0,0
7614,Luiza Cabral,Centrex Phone System L10 Black,,2021-11-22,10:10:34,2021-11-22,10:12:53,0.03861111105652526,0,0
7589,Mariana Miranda,Zoo Tycoon Dinosaur Digs2009 E162,,2021-11-25,08:37:32,2021-11-25,09:18:06,0.6761111111263745,38,0
7615,Tiago Pereira,Lens Adapter M450 Black,,2021-11-23,12:57:10,2021-11-23,13:12:24,0.2538888890412636,0,0
7614,Thays Castro,Centrex Phone System L10 Black,,2021-11-26,16:11:51,2021-11-26,16:40:36,0.4791666665696539,221,0
7615,Luiza Cabral,Lens Adapter M450 Black,,2021-11-24,07:44:33,2021-11-24,07:47:18,0.04583333322079852,0,0
7615,Tiago Pereira,Lens Adapter M450 Black,,2021-11-23,12:24:55,2021-11-23,13:28:46,1.0641666667652316,152,0
7616,Antonio Manhães,Home Theater System 5.1 Channel M511 Brown,,2021-11-23,09:44:04,2021-11-23,10:16:35,0.5419444443541579,148,0
7617,Ana Silva,Home Theater System 4.1 Channel M1420 Silver,Preparação de Máquina,2021-11-28,09:08:21,2021-11-28,09:48:56,0.6763888887944631,0,0
7617,Andressa Chou,Home Theater System 4.1 Channel M1420 Silver,,2021-11-25,15:09:56,2021-11-25,15:15:46,0.0972222222480923,0,0
7590,Ana Silva,2GB Pulse Smart pen M100 White,,2021-11-24,12:50:24,2021-11-24,13:51:11,1.0130555555806495,66,0
7618,Isabela Resende,LCD20W M250 Black,,2021-11-25,16:14:01,2021-11-25,16:29:42,0.26138888887362555,0,0
7617,Ana Silva,Home Theater System 4.1 Channel M1420 Silver,Preparação de Máquina,2021-11-23,17:17:14,2021-11-23,19:32:52,2.260555555578321,264,0
7618,Luiza Cabral,LCD20W M250 Black,Preparação de Máquina,2021-11-26,07:04:57,2021-11-26,07:10:37,0.09444444434484467,0,0
7618,Isabela Resende,LCD20W M250 Black,,2021-11-27,11:24:26,2021-11-27,11:49:38,0.4200000002165325,208,0
7619,Luiza Cabral,18'' Oscillating Pedestal Fan M135 Pink,,2021-11-26,09:54:43,2021-11-26,10:05:06,0.1730555554968305,0,0
7620,Pedro Macckione,Age of Empires III: The Asian Dynasties 2008 E126,Controle de Qualidade,2021-11-22,13:03:13,2021-11-22,13:38:32,0.5886111111030914,0,0
7621,Mariana Miranda,8GB Super-Slim MP3/Video Player M800 Green,,2021-11-24,11:52:48,2021-11-24,12:22:58,0.5027777777868323,0,0
7621,Luiza Cabral,8GB Super-Slim MP3/Video Player M800 Green,,2021-11-26,10:21:13,2021-11-26,10:31:47,0.1761111110681668,0,0
7620,Luiza Cabral,Age of Empires III: The Asian Dynasties 2008 E126,Preparação de Máquina,2021-11-26,08:33:13,2021-11-26,08:38:55,0.094999999855645,0,0
7620,Pedro Macckione,Age of Empires III: The Asian Dynasties 2008 E126,Controle de Qualidade,2021-11-26,13:08:33,2021-11-26,15:04:19,1.92944444459863,54,0
7621,Mariana Miranda,8GB Super-Slim MP3/Video Player M800 Green,,2021-11-27,08:50:30,2021-11-27,09:25:53,0.589722222124692,287,0
7622,Thays Castro,Wireless Transmitter and Bluetooth Headphones M150 Black,Preparação de Máquina,2021-11-22,08:01:49,2021-11-22,08:07:27,0.09388888900866732,0,0
7622,Luiza Cabral,Wireless Transmitter and Bluetooth Headphones M150 Black,,2021-11-23,13:07:49,2021-11-23,13:10:33,0.04555555555270985,0,0
7622,Thays Castro,Wireless Transmitter and Bluetooth Headphones M150 Black,,2021-11-23,12:04:45,2021-11-23,12:18:35,0.23055555549217388,368,0
7623,Mariana Miranda,Hand Games for Office worker L299 Yellow,,2021-11-23,16:58:31,2021-11-23,17:14:03,0.2588888888130896,0,0
7623,Luiza Cabral,Hand Games for Office worker L299 Yellow,Preparação de Máquina,2021-11-26,17:25:35,2021-11-26,17:31:17,0.09500000003026798,0,0
7601,Luiza Cabral,Hand Games for students E400 Red,,2021-11-26,16:13:44,2021-11-26,16:29:08,0.25666666676988825,0,0
7601,Pedro Macckione,Hand Games for students E400 Red,,2021-11-22,13:02:56,2021-11-22,13:38:39,0.5952777777565643,158,0
7624,Tiago Pereira,Home Theater System 4.1 Channel M412 Brown,,2021-11-22,08:25:35,2021-11-22,08:36:00,0.1736111111822538,0,0
7624,Luiza Cabral,Home Theater System 4.1 Channel M412 Brown,,2021-11-22,07:35:54,2021-11-22,07:38:40,0.04611111106351018,0,0
7624,Tiago Pereira,Home Theater System 4.1 Channel M412 Brown,,2021-11-22,09:33:16,2021-11-22,09:56:27,0.3863888889318332,6,0
7578,Marcos Nucci,Home Theater System 7.1 Channel M710 Silver,,2021-11-21,14:37:49,2021-11-21,15:03:22,0.42583333334187046,216,0
7603,Isabela Resende,Coffee Maker 12C M1000 White,,2021-11-21,11:20:24,2021-11-21,15:25:51,4.090833333379123,135,0
7625,Giuseppe Bhering,MechCommander 2 E123,,2021-11-24,10:29:25,2021-11-24,11:41:57,1.2088888887665235,35,0
7605,Yasser Calbucci,Laptop8.9 E089 White,,2021-11-27,11:00:23,2021-11-27,12:20:47,1.3399999999674037,250,0
7626,Giuseppe Bhering,Age of Mythology: The Titans Expansion M350,,2021-11-25,17:20:24,2021-11-25,17:50:53,0.5080555554013699,182,0
7627,Isabela Resende,2GB Spy Video Recorder Pen M300 White,,2021-11-28,14:54:14,2021-11-28,15:07:58,0.2288888887851499,0,0
7627,Andressa Chou,2GB Spy Video Recorder Pen M300 White,,2021-11-24,16:33:53,2021-11-24,16:39:49,0.09888888878049329,0,0
7627,Isabela Resende,2GB Spy Video Recorder Pen M300 White,,2021-11-23,15:54:00,2021-11-23,16:54:45,1.0125000000698492,262,0
7627,Isabela Resende,2GB Spy Video Recorder Pen M300 White,,2021-11-23,15:26:56,2021-11-23,15:37:52,0.1822222222108394,262,0
7628,Luiza Cabral,Flight Simulator 2009 E179,,2021-11-28,16:43:49,2021-11-28,16:49:13,0.09000000008381903,0,0
7628,Yasser Calbucci,Flight Simulator 2009 E179,Controle de Qualidade,2021-11-28,13:44:33,2021-11-28,15:29:55,1.756111111084465,388,0
7629,Andressa Chou,Car Video LCD9.2W X9280 Black,,2021-11-26,14:52:57,2021-11-26,15:04:13,0.18777777784271166,53,0
7630,Isabela Resende,Impossible Creatures E114,Preparação de Máquina,2021-11-23,12:48:06,2021-11-23,13:03:34,0.2577777779661119,0,0
7630,Andressa Chou,Impossible Creatures E114,,2021-11-23,16:15:10,2021-11-23,16:21:00,0.09722222207346931,0,0
7630,Isabela Resende,Impossible Creatures E114,,2021-11-26,14:12:03,2021-11-26,15:07:37,0.9261111110681668,288,0
7631,Thays Castro,MechCommander 2009 E173,,2021-11-23,14:46:28,2021-11-23,14:52:23,0.0986111112870276,0,0
7631,Luiza Cabral,MechCommander 2009 E173,Preparação de Máquina,2021-11-24,14:11:28,2021-11-24,14:14:17,0.04694444441702217,0,0
7631,Thays Castro,MechCommander 2009 E173,,2021-11-26,15:04:54,2021-11-26,15:28:14,0.3888888889923692,369,0
7632,Thiago Miura,Rise of Nations: Thrones and Patriots2009 E145,,2021-11-24,09:48:14,2021-11-24,10:38:49,0.8430555556551553,0,0
7633,Mariana Miranda,Stereo Bluetooth Headphones New Generation M370 Black,,2021-11-22,15:57:45,2021-11-22,16:28:17,0.5088888889295049,0,0
